wise_designation,obs_sdss_ra,obs_sdss_dec,obs_psfmag_i,obs_tel,obs_date,obs_obs,obs_instrument,obs_class1,obs_class2,obs_z,obs_specfile,target,comment,ELQS_target,PS_ELQS_target,PS_ELQS_target_old
J091810.52+230302.6,139.5438571,23.05072276,18.36143555,SOAR,180122,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0918+2303,,,,,old_priority_3
J091829.79+412943.3,139.6241478,41.49537785,18.92689,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,GALAXY,UNID,-999.0,nsQ0080.fits,,,,,
J091923.10-005207.4,139.84628930000002,-0.86888799,17.55591308,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,2.945,J0919-0052,,,,priority_2,old_priority_2
J091942.73+355705.1,139.9280169,35.95144302,16.02947,VATT,180319,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J0919+3557,ELQS_lowz,,lowZ_bright,,
J092002.57+383645.8,140.010399,38.61309541,17.77,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,G,-999.0,J0920+3836,ELQS,,secondary,,
J092113.32+285207.6,140.3053983,28.86911485,17.87814,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J0921+2852,ELQS,,secondary,,
J092241.83+461734.7,140.6742729,46.29301151,18.36541,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,GALAXY,UNID,-999.0,J0922+4617,ELQS,,secondary,,
J092316.24+311429.6,140.81788280000004,31.24157881,17.62783513,VATT,180319,"Schindler, Rees",VattSpec,GALAXY,UNID,-999.0,J0923+3114,ELQS_S,,,,old_priority_2
J092513.97+580842.2,141.308258,58.14509287,17.065179999999998,VATT,180321,"Schindler, Rees",VattSpec,STAR,UNID,-999.0,J0925+5808,ELQS_lowz,,lowZ_bright,,
J092615.35+484629.5,141.56446409999998,48.7749546,18.16081,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J0926+4846,ELQS,,secondary,,
J092622.84-042447.2,141.5955915,-4.41300811,20.38150024,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J0926-0424,HighZ_Lukas,,,,
J092642.03-174722.1,141.6752331,-17.78943353,18.24450648,SOAR,180602,Schindler,GoodmanHTS,QSO,QSO,0.369,J0926-1747,5,,,,
J092704.62+290943.0,141.7693613,29.16197943,18.12313016,VATT,180319,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J0927+2909,ELQS_S,,,,old_priority_3
J092721.45-035827.9,141.8394185,-3.97439938,18.43877207,SOAR,180123,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0927-0358,,,,,old_priority_3
J092744.43+393037.8,141.9351477,39.51050302,18.91702,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,KIII,-999.0,nsQ0081.fits,,,,,
J092805.30+282719.7,142.02209319999997,28.45547762,17.8028027,VATT,171109,"Schindler, Huang",VattSpec,QSO,QSO,3.4,J0928+2827,,,,priority_2,old_priority_2
J092810.58+263015.7,142.0440757,26.50437696,16.92707,VATT,180319,"Schindler, Rees",VattSpec,QSO,QSO,2.59,J0928+2630,ELQS_lowz,,lowZ_bright,,
J092832.92+550223.3,142.13749919999998,55.03946691,18.41091,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,UNID,-999.0,J0928+5502,ELQS,,secondary,,
J092940.92+261344.9,142.42046240000002,26.22916013,18.2379,MMT,170518,Schindler,RedChannelSpectrograph,NOTQSO,UNID,-999.0,J0929+2613_alt,ELQS,J0929+2613_2,secondary,,
J093032.56-221207.5,142.63570359999997,-22.20214902,18.17399979,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.86,J0930-2212,HighZ_Lukas,,,,
J093106.39-001525.4,142.77663959999998,-0.25703987,18.44739717,SOAR,180123,Schindler,GoodmanHTS,GALAXY,UNID,0.24,J0931-0015,,,,,old_priority_3
J093117.86-153615.6,142.82443869999997,-15.60436141,18.3029603,SOAR,180124,Schindler,GoodmanHTS,GALAXY,UNID,0.285,J0931-1536,,,,,old_priority_3
J093133.41+172048.5,142.88923390000002,17.34684491,16.84521,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,QSO,QSO,2.755,J0931+1720,ELQS,,primary,,
J093250.90-061054.9,143.2120717,-6.18192248,18.40667269,SOAR,180124,Schindler,GoodmanHTS,GALAXY,UNID,0.25,J0932-0610,,,,,old_priority_3
J093335.58+123515.7,143.398,12.588,18.26,MMT,170518,Schindler,RedChannelSpectrograph,NOTQSO,UNID,-999.0,J0933+1235_alt,ELQS,J0933+1235_2,secondary,,
J093404.05-111125.2,143.5168858,-11.19031467,17.94232239,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,3.605,J0934-1111,,,,priority_3,old_priority_3
J093525.03-092511.3,143.8542753,-9.41983207,18.41155854,SOAR,180124,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0935-0925,,,,,old_priority_3
J093542.69-065119.0,143.92790019999998,-6.85526065,17.49922649,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,4.04,J0935-0651,,,,priority_1,old_priority_1
J093605.44+080621.9,144.0227551,8.10617651,18.42614484,SOAR,180124,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0936+0806,,,,,old_priority_3
J093614.23+414741.5,144.0586961,41.79520173,17.99174,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,F,-999.0,J0936+4147,ELQS,,secondary,,
J093620.35+825114.1,144.0850276,82.85390762,17.54210667,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,2.715,J0936+8251,PS-ELQS,,,,
J093919.46-213601.9,144.8310917,-21.60054522,17.47633169,SOAR,180123,Schindler,GoodmanHTS,GALAXY,EM,-999.0,J0939-2136,,,,,old_priority_3
J093934.57-185109.1,144.89403069999997,-18.85254943,17.82522085,SOAR,180123,Schindler,GoodmanHTS,GALAXY,E+A,-999.0,J0939-1851,,,,,old_priority_3
J094024.12-032304.1,145.1005047,-3.38448194,17.60259538,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,3.9,J0940-0323,,,,priority_1,old_priority_1
J094135.48-061547.0,145.39785,-6.26308714,19.32749939,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,5.05,J0941-0615,HighZ_Lukas,,,,
J094418.13-200106.4,146.07561869999998,-20.01850398,19.05723975,SOAR,180604,Schindler,GoodmanHTS,QSO,QSO,4.93,J0944-2001,Highz_Lukas,,,,
J094603.27+343324.9,146.5132989,34.556607799999995,16.21245,VATT,161119,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,K,-999.0,J0946+3433,ELQS,,primary,,
J094632.26+663224.5,146.63450669999997,66.54017002,18.51482,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,2.995,J0946+6632_alt,ELQS,J0946+6632_2,secondary,,
J094643.13+290424.8,146.68,29.074,18.32,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,NOTQSO,GALAXY,0.35,J0946+2904,ELQS,,secondary,,
J094728.03+131910.6,146.8666728,13.31942305,15.794429999999998,VATT,180320,"Schindler, Rees",VattSpec,STAR,M,-999.0,J0947+1319_a,ELQS_lowz,,lowZ_bright,,
J094754.16+113344.7,146.97573540000002,11.56248202,18.37132,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J0947+1133,ELQS,,secondary,,
J094812.23+131707.9,147.05169840000002,13.28529171,16.91362,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J0948+1317,ELQS,,secondary,,
J094827.25+251124.8,147.1136041,25.19022168,19.09368,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,NOTQSO,CARBON,-999.0,J0948+2511,ELQS,,secondary,,
J095034.73-210250.7,147.6447214,-21.04742794,18.15805264,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,3.48,J0950-2102,,,,priority_4,old_priority_4
J095040.97+014834.7,147.6707246,1.80967489,18.13727973,SOAR,180124,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0950+0148,,,,,old_priority_4
J095104.96+344850.1,147.7706802,34.81391129,18.85301,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,KIII,-999.0,nsQ0083.fits,,,,,
J095139.70-274210.7,147.9153819,-27.70348097,18.48830032,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.8,J0951-2742,HighZ_Lukas,,,,
J095157.81+381844.7,147.99023269999998,38.31234571,17.10858,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,M,-999.0,J0951+3818,ELQS,,secondary,,
J095542.46-022729.6,148.9268233,-2.4582883069999997,18.48752,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,UNID,-999.0,J0955-0227,ELQS,,secondary,,
J095555.19+150620.5,148.98040469999998,15.10604365,17.63958,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J0955+1506,ELQS,,secondary,,
J095637.00-033718.9,149.1539824,-3.62179626,20.26740074,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J0956-0337,HighZ_Lukas,,,,
J095947.52-103437.7,149.9480148,-10.57708218,18.28119097,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,3.165,J0959-1034,,,,priority_4,old_priority_4
J100029.22-003155.7,150.1221419,-0.531959172,17.745739999999998,VATT,150424,"Minhao Yue, Jan-Torge Schindler",VATTSpec,STAR,MV,-999.0,spec.0001.fits,,,,,
J100208.04-120055.0,150.5335452,-12.01528354,18.27400149,SOAR,180604,Schindler,GoodmanHTS,STAR,M,-999.0,J1002-1200,Highz_Lukas,,,,
J100248.00+663040.2,150.7000334,66.51118578,17.50645,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,3.89,J1002+6630_comb_2,ELQS,J1002+6630_comb_2,primary,,
J100449.63+621627.1,151.20679099999998,62.27422567,17.41916,VATT,161119,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,QSO,QSO,2.8,J1004+6216,ELQS,,primary,,
J100451.83-091751.7,151.21592819999998,-9.29779768,19.22792522,SOAR,180604,Schindler,GoodmanHTS,QSO,QSO,4.91,J1004-0917,Highz_Lukas,,,,
J101103.22-021444.4,152.76343590000002,-2.2456860119999997,18.31632,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,GALAXY,UNID,-999.0,nsQ0087.fits,,,,,
J101122.65-243301.0,152.84440469999998,-24.55039814,18.12013121,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,2.72,J1011-2433,,,,priority_5,old_priority_5
J101325.30+484912.1,153.355591,48.82009505,17.378770000000003,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,MV,-999.0,spec.0006.fits,,,,,
J101400.19+312712.3,153.501,31.453000000000003,17.5,VATT,160311,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.81,J1014+3127,ELQS,,primary,,
J101402.99+500737.9,153.5122385,50.12719896,17.215329999999998,VATT,170503,"Schindler, Spalding",VattSpec,NOTQSO,UNID,-999.0,J1014+5007_comb,ELQS,,primary,,
J101430.28-042140.2,153.626172,-4.36119893,17.4352853,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,3.89,J1014-0421,,,,priority_1,old_priority_1
J101508.04-285218.0,153.78374219999998,-28.87160095,17.810971600000002,SOAR,180124,Schindler,GoodmanHTS,STAR,F,-999.0,J1015-2852,,,,,old_priority_2
J101529.36-121314.2,153.87236130000002,-12.22065046,17.06036174,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,4.1,J1015-1213,,,,priority_1,old_priority_1
J101540.79-032747.5,153.9199956,-3.4631252,17.66802634,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,3.845,J1015-0327,,,,priority_1,old_priority_1
J101542.78+785736.7,153.92835490000002,78.96021908,18.01151,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.91,J1015+7857,ELQS,,primary,,
J101544.12-110922.4,153.9338238,-11.15632471,17.55756702,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,3.84,J1015-1109,,,,priority_1,old_priority_1
J101544.24+303415.9,153.933722,30.57100842,18.75218,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,nsQ0085.fits,,,,,
J101548.78-000354.1,153.95352759999997,-0.064505353,17.076829999999998,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1015-0003,ELQS,,secondary,,
J101648.69+303152.7,154.202948,30.53129678,18.14793,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1016+3031,ELQS,,secondary,,
J101721.40+321953.9,154.3392532,32.33164135,17.94479882,VATT,170503,"Schindler, Spalding",VattSpec,QSO,QSO,2.875,J1017+3219,ELQS,,primary,,
J101846.34+062247.6,154.69310480000001,6.379901802999999,17.331570000000003,VATT,180321,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1018+0622_a,ELQS_lowz,,lowZ_bright,,
J101938.04+002000.2,154.9087462,0.33388737399999996,18.59344,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J102000.80-121151.4,155.00333380000004,-12.19762634,17.92483686,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.715,J1020-1211_a,ELQS_S,,,priority_1,old_priority_1
J102126.15-115621.4,155.35887749999998,-11.93955144,18.42949015,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.67,J1021-1156,ELQS_S,,,priority_3,old_priority_3
J102433.01+053824.9,156.1375735,5.640258886,17.26647,MMT,170518,Schindler,RedChannelSpectrograph,NOTQSO,UNID,-999.0,J1024+0539_comb,ELQS,J1024+0539_comb,secondary,,
J102437.59+023059.1,156.157,2.516,17.57,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.885,J1024+0230,ELQS,,primary,,
J102829.22-080708.4,157.1217853,-8.11893455,18.79750061,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1028-0807,HighZ_Lukas,,,,
J103020.14-042105.7,157.583914,-4.3515849,18.93059921,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.66,J1030-0421,HighZ_Lukas,,,,
J103032.54+104051.3,157.63559640000003,10.68090945,17.33467009,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,NOTQSO,UNID,-999.0,J1030+1040,ELQS_S,,,priority_3,old_priority_3
J103158.28-214407.4,157.992866,-21.73539023,17.69325347,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.59,J1031-2144,ELQS_S,,,priority_1,old_priority_1
J104129.92+460710.1,160.37471299999999,46.11947208,18.196720000000003,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,QSO,1.06,nsQ0090.fits,,,,,
J104139.01-094437.9,160.4124873,-9.74387235,18.217220899999997,VATT,180321,"Schindler, Rees",VattSpec,QSO,BAL,3.235,J1041-0944,ELQS_S,,,priority_4,old_priority_4
J104219.17+331708.5,160.5795746,33.28593612,17.76816,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1042+3317,ELQS,,secondary,,
J104403.73+413709.6,161.0149677,41.61904869,16.909570000000002,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,MV,-999.0,spec.0005.fits,,,,,
J104420.48+452852.5,161.0853175,45.48127083,17.49902,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.18,J1044+4528,ELQS_lowz,,lowZ_bright,,
J104434.08-285123.6,161.14211310000002,-28.85652312,20.50883177,SOAR,180604,Schindler,GoodmanHTS,UNID,UNID,-999.0,J1044-2851,Highz_Lukas,,,,
J104524.30-295549.7,161.3509846,-29.93055172,20.42588607,SOAR,180604,Schindler,GoodmanHTS,CHECK,NOTQSO,-999.0,J1045-2955,Highz_Lukas,,,,
J104550.22+492451.4,161.4597111,49.41402349,17.02741,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,K,-999.0,J1045+4924,ELQS,,secondary,,
J104627.94-233917.5,161.6164256,-23.65487113,18.04001919,SOAR,180122,Schindler,GoodmanHTS,QSO,BAL,3.58,J1046-2339,,,,priority_3,old_priority_3
J104713.54-064538.1,161.80643659999998,-6.76060726,18.41766502,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.355,J1047-0645,ELQS_S,,,priority_4,old_priority_4
J104812.89-124424.2,162.053854,-12.74047353,18.23781848,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1048-1244,ELQS_S,,,priority_4,old_priority_4
J104824.77+183416.9,162.10299999999998,18.570999999999998,17.51,MMT,170518,Schindler,RedChannelSpectrograph,UNID,UNID,2.77,J1048+1834_comb,ELQS,J1048+1834_comb,secondary,,
J104844.18+171525.2,162.1843051,17.2574485,17.346420000000002,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,M,-999.0,J1048+1715,ELQS,,primary,,
J104908.51+472228.2,162.2855163,47.37451972,16.87965,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.65,J1049+1935,ELQS_lowz,,lowZ_bright,,
J104918.14-022630.9,162.3255612,-2.441569897,17.83759,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1049-0226,ELQS,,secondary,,
J104934.90+193543.2,162.3954423,19.5953181,16.80305,VATT,180320,"Schindler, Rees",VattSpec,QSO,BAL,2.5,J1049+4722,ELQS_lowz,,lowZ_bright,,
J104950.42+643357.0,162.4601592,64.56577628,18.45275459,MMT,180514,"Schindler, Wenzl",RedChannel,GALAXY,UNID,-999.0,J1049+6433,3,,,,
J105119.84+195944.2,162.83270080000003,19.99565798,17.48345,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.635,J1051+1959,ELQS_lowz,,lowZ_bright,,
J105122.69-065047.8,162.8445358,-6.846623200000001,17.33731979,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,3.765,J1051-0650,,,,priority_1,old_priority_1
J105353.49+253115.4,163.4729118,25.52097155,18.38769434,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,3.5,J1053+2531,ELQS_S,,,priority_4,old_priority_4
J105449.67-171107.3,163.70698969999998,-17.18538551,16.91941398,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,3.745,J1054-1711,,,,priority_1,old_priority_1
J105541.85-103007.6,163.9243208,-10.50207368,20.02440071,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,5.04,J1055-1030_a,HighZ_Lukas,,,,
J105544.02+051629.1,163.9334655,5.274786151,17.03465,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,2.8,J1055+0516,ELQS_lowz,,lowZ_bright,,
J105610.90+194354.5,164.0456274,19.73192515,16.84668,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,GALAXY,UNID,-999.0,ns0007.fits,,,,,
J105702.73+342251.2,164.26156980000002,34.38065721,18.08047905,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,2.32,J1057+3422_a,ELQS_S,,,priority_5,old_priority_5
J105929.79-142614.5,164.8741542,-14.43741162,18.27420095,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,GALAXY,UNID,-999.0,J1059-1426,ELQS_S,,,priority_5,old_priority_5
J105959.83+034107.1,164.99947930000002,3.685746562,17.496170000000003,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1059+0341,ELQS,,secondary,,
J110309.55+785748.0,165.7898409,78.96332821,18.03088,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.065,J1103+8757,ELQS,,primary,,
J110351.02+370715.2,165.96262869999998,37.12091105,17.33034,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.16,J1103+3707,ELQS_lowz,,lowZ_bright,,
J110442.04+375614.9,166.1751994,37.93747101,16.909489999999998,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.64,J1104+3756_a,ELQS_lowz,,lowZ_bright,,
J110442.07+454643.2,166.1753177,45.77868256,18.22842,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,3.61,J1104+4546,ELQS,,secondary,,
J110738.54+184155.6,166.9104379,18.69833677,18.81387,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,sbdbbQ0080.ms.fits,,,,,
J110846.48+270807.5,167.1936364,27.13543072,18.13022924,VATT,180319,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1108+2708 ,ELQS_S,,,,old_priority_3
J110848.48-102207.1,167.20201640000002,-10.36869763,18.26244192,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,4.46,J1108-1022,,,,priority_3,old_priority_3
J110908.85+061946.1,167.28688799999998,6.329529717000001,18.14421,MMT,170518,Schindler,RedChannelSpectrograph,STAR,UNID,-999.0,J1109+0619,ELQS,J1109+0619,secondary,,
J110945.31+135722.3,167.438775,13.95616756,18.16664,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,QSO,BAL,3.505,J1109+1357,ELQS,,secondary,,
J111005.93+342808.8,167.5247076,34.46908461,16.64384,VATT,180320,"Schindler, Rees",VattSpec,QSO,NOT_Z_TARGET,2.6,J1110+3428_a,ELQS_lowz,,lowZ_bright,,
J111009.11+441539.2,167.53798700000002,44.26086861,18.24002,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1110+4415,ELQS,,secondary,,
J111054.68-301129.9,167.72786240000002,-30.19165269,17.381375,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,4.8,J1110-3011,,,,priority_1,old_priority_1
J111138.15+554236.5,167.90901589999999,55.71011856,18.3559205,MMT,180514,"Schindler, Wenzl",RedChannel,GALAXY,UNID,-999.0,J1111+5542,5,,,,
J111305.34-212540.5,168.2722621,-21.42795838,17.5976055,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,3.39,J1113-2125,,,,priority_2,old_priority_2
J111329.10-024622.0,168.371299,-2.772776188,18.20887,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,QSO,0.58,nsQ0088.fits,,,,,
J111332.45-030914.0,168.3852139,-3.153909439,18.12645,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,3.74,J1113-0309,ELQS,,secondary,,
J111334.58-075033.5,168.3941066,-7.84263737,18.14642957,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.045,J1113-0750,ELQS_S,,,priority_5,old_priority_5
J111350.41+335832.9,168.46022230000003,33.97585354,18.188670000000002,VATT,160313,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1113+3358,ELQS,,secondary,,
J111403.25-050234.9,168.51357050000001,-5.04307933,17.48104233,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,3.825,J1114-0502,,,,priority_1,old_priority_1
J111426.00+211239.6,168.608,21.211,17.62,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL_CHECKZ,1.97,J1114+2112,ELQS,,secondary,,
J111428.30-040938.7,168.6179525,-4.16076536,18.27174338,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.445,J1114-0409,ELQS_S,,,priority_4,old_priority_4
J111540.19+710702.1,168.9175378,71.11725301,17.92526998,MMT,180514,"Schindler, Wenzl",RedChannel,GALAXY,UNID,-999.0,J1115+7107,3,,,,
J111549.75+033350.9,168.95724140000002,3.564263973,18.42946867,MMT,170518,Schindler,RedChannelSpectrograph,QSO,QSO,3.09,J1115+0333_alt,ELQS,J1115+0333,secondary,,
J111556.86-114216.7,168.9869376,-11.70465711,18.025270000000003,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,NOTQSO,UNID,-999.0,J1115-1142,ELQS,"reidentify, no quasar, check 2D",primary,,
J111956.99-192832.5,169.9874469,-19.47567126,18.01338905,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,3.83,J1119-1928,,,,priority_3,old_priority_3
J112003.64+081211.8,170.0152069,8.203287951,16.39024,VATT,180319,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1120+0812,ELQS_lowz,,lowZ_bright,,
J112044.32+442355.4,170.185,44.398999999999994,17.81,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,3.095,J1120+4423_alt_comb,ELQS,J1120+4423_comb,primary,,
J112146.47-055328.1,170.4436579,-5.89115623,18.44667997,SOAR,180603,Schindler,GoodmanHTS,QSO,BAL,-999.0,J1121-0553,Highz_Lukas,,,,
J112258.34+000937.9,170.7431087,0.160505542,18.28594,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1122+0009,ELQS,,secondary,,
J112422.22+022515.9,171.0925763,2.421094019,17.37395,VATT,180320,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1124+0225,ELQS_lowz,,lowZ_bright,,
J112814.20+265646.3,172.0592102,26.94621204,18.17919966,VATT,180321,"Schindler, Rees",VattSpec,QSO,NOT_Z_TARGET,2.17,J1128+2656_b,ELQS_S,,,priority_4,old_priority_4
J112830.66+751520.8,172.1277667,75.25581766,18.32281,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.81,J1128+7515,ELQS,,secondary,,
J112834.55+050324.0,172.14409519999998,5.057131576000001,17.77308,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,F,-999.0,J1128+0503,ELQS,,primary,,
J112846.16+090806.5,172.1923236,9.13513848,18.23242689,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,GALAXY,UNID,-999.0,J1128+0908,ELQS_S,,,,old_priority_3
J112939.60-233349.6,172.4150191,-23.56378988,17.27623564,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,2.88,J1129-2333,,,,priority_3,old_priority_3
J112947.66+410656.9,172.4485945,41.11584765,18.203120000000002,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,QSO,3.48,J1129+4106,ELQS,,secondary,,
J113019.15+743640.1,172.5784032,74.61088849,17.91892,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1130+7436,ELQS,,primary,,
J113127.71+350858.2,172.86551740000002,35.14949338,17.78445,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,NOTQSO,UNID,-999.0,J1131+3508,ELQS,,primary,,
J113207.18+124342.1,173.02991780000002,12.72834025,18.35669,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1132+1243,ELQS,,secondary,,
J113231.60+111732.9,173.132,11.292,17.84,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1132+1117,ELQS,,secondary,,
J113252.86-063243.3,173.2202871,-6.54536259,17.6767782,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,BAL,2.41,J1132-0632,ELQS_S,,,priority_2,old_priority_2
